Material Number,Old Material Number,   ,UOM,Qty (Unrestricted),Image Link,Image Count,Has Image?
SM-PINRODS-000093,SM014-3710A,"PIN ( PM141-0142 ) TAV 6 , POS 19",EA,35,View Image,1,Yes
SM-PINRODS-000094,SM014-3711A,"PIN ( PM141-0143 ) TAV 6 , POS 20",EA,124,View Image,1,Yes
SM-PINRODS-000097,SM014-3715A,"PIN ( PM141-0220 ) TAV 8 , POS 19",EA,2,,,No
SM-PINRODS-000098,SM014-3712A,"PIN ( PM141-0223 ) TAV 6 , POS 28",EA,4,,,No
SM-PINRODS-000099,SM014-3716A,"PIN ( PM141-0307 ) TAV 8 , POS 20",EA,4,,,No
SM-PINRODS-000100,SM014-3717A,"PIN ( PM141-0383 ) TAV 8 , POS 21",EA,4,,,No
SM-PINRODS-000101,SM014-3742A,"PIN ( PM141-0384 ) TAV 5.0 , POS 5",EA,4,,,No
SM-PINRODS-000149,SM014-3794A,"TIE ROD ( PM221-0012 ) TAV 2.1 , POS 13",EA,3,,,No
SM-PINRODS-000369,SM014-3721A,"PIN ( PM141-0205 ) TAV 10.3 , POS 14",EA,4,,,No
SM-SHAFT-000095,SM014-3688A,"SHAFT ( PM001-0005 ) TAV 1.0 , POS 1",EA,2,,,No
SM-SHAFT-000096,SM014-3791A,"SHAFT ( PM001-0009 ) TAV 2.1 , POS 1",EA,3,,,No
SM-SHAFT-000097,SM014-3795A,"SHAFT ( PM001-0009 ) TAV 3.1 , POS 1",EA,1,,,No
SM-SHAFT-000401,SM014-3689A,"SHAFT ( PM001-0034 ) TAV 2.5 , POS 1",EA,3,,,No
SM-SHAFT-000402,SM014-3709A,"SHAFT ( PM001-0275 ) TAV 6.0 , POS 3",EA,2,,,No
SM-WHEELS-000063,SM006-3352A,"PINION ( PM153-0069 ) TAV 10.3 , POS 8",EA,1,,,No
SM-WHEELS-000439,SM013-3784A,"WHEEL ( PM181-0010 ) TAV 5.0 , POS 8",EA,8,,,No
SM-WHEELS-000440,SM013-3785A,"WHEEL ( PM349-0031 ) TAV 5.0 , POS 11",EA,2,,,No
SM-WHEELS-000493,SM013-3825A,"WHEEL ( PM349-0001 )TAV 1.1 ,POS48 600/5",EA,6,View Image,1,Yes
SM-BELT-000230,SM001-3893A,"TIMING BELT( PM365-0145 )TAV2.9 , POS 17",M,19,,,No
SM-MISLMECH-000532,SM021-3616A,"FLANGE HP1 ( 3FG00160 ) TAV499.3,POS 3",EA,2,,,No
SM-PULLEY-000183,SM021-3117A,"PULLEY ( PM093-0002 ) TAV 1.0 , POS 12",EA,4,,,No
SM-PULLEY-000185,SM021-3445A,"PULLEY ( PM093-0016 ) TAV 3.1 , POS 18",EA,4,,,No
SM-PULLEY-000187,SM005-3658A,"PULLEY ( PM157-0003 ) TAV 1.0 , POS 20",EA,3,,,No
SM-PULLEY-000188,SM005-3664A,"PULLEY ( PM157-0004 ) TAV 4.0 , POS 9",EA,1,,,No
SM-PULLEY-000189,SM005-3665A,"PULLEY ( PM157-0059 ) TAV 4.0 , POS 31",EA,2,,,No
SM-PULLEY-000218,SM005-3662A,"PULLEY B 140( PM157-0064 )TAV 2.9 ,POS8",EA,10,,,No
SM-PULLEY-000220,SM005-3661A,"PULLEY B 140( PM161-0063 )TAV 2.8 ,POS12",EA,12,View Image,1,Yes
SM-PULLEY-000221,SM005-3659A,"PULLEY B 140( PM161-0064 ) TAV2.7 ,POS11",EA,6,View Image,1,Yes
SM-PULLEY-000646,SM005-3668A,"PULLEY ( PM161-0031 ) TAV 8 , POS 27",EA,4,,,No
SM-WHEELS-000441,SM013-3793A,"WHEEL ( PM181-0078 ) TAV 10.3 , POS 16",EA,6,,,No
SM-MISLMECH-000235,SM021-3831A,"BRACKET ( PM205-0077 ) TAV10.1,POS 12",EA,4,,,No
SM-MISLMECH-000487,SM021-3123A,"EXTRUDED ( PM073-0945 ) TAV 2.2 , POS 6",EA,4,,,No
SM-MISLMECH-000645,SM021-3438A,"GUIDE ( PM105-0035 ) TAV 1.0 , POS 12",EA,2,,,No
SM-MISLMECH-000647,SM021-3439A,"GUIDE ( PM105-0342 ) TAV 1.0 , POS 13",EA,2,,,No
SM-MISLMECH-000657,SM021-3440A,"GUIDE ( PM105-0704 ) TAV 1.0 , POS 14",EA,2,,,No
SM-MISLMECH-000658,SM021-3118A,"GUIDE ( PM105-0716 ) TAV 1.0 ,  POS 13",EA,2,,,No
SM-MISLMECH-000665,SM021-3120A,"GUIDE ( PM105-1343 ) TAV 1.0 , POS 15",EA,1,,,No
SM-MISLMECH-000809,SM021-3442A,"LEVER ( PM117-0019 ) TAV 2.1 , POS 5",EA,2,,,No
SM-MISLMECH-000810,SM021-3187A,"LEVER ( PM117-0085 ) TAV 8 , POS 18",EA,3,,,No
SM-PINRODS-000150,SM014-3740A,"TIE ROD ( PM221-0108 ) TAV 2.1 , POS 30",EA,2,,,No
SM-PINRODS-000151,SM014-3718A,"TIE ROD ( PM221-0109 ) TAV 10.1 , POS 7",EA,3,,,No
SM-PINRODS-000152,SM014-3741A,"TIE ROD ( PM221-0118 ) TAV 4.0 , POS 14",EA,2,,,No
SM-PINRODS-000154,SM014-3719A,"TIE ROD ( PM221-0164 ) TAV 10.1 , POS 13",EA,3,,,No
SM-SHAFT-000099,SM014-3720A,"SHAFT ( PM001-0170 ) TAV 10.3 , POS 4",EA,3,,,No
SM-SHAFT-000103,SM014-3690A,"SHAFT ( PM001-0327 ) TAV 2.5 , POS 2",EA,1,,,No
SM-SHAFT-000105,SM014-3714A,"SHAFT ( PM001-0358 ) TAV 8 , POS 1",EA,1,,,No
SM-BEARING-001120,,BEARING ( 05.32.018 ) TekMak GL6,EA,2,,,No
SM-BELT-001074,SM001-3876A,"BELT ( 3CI121350 ) TAV 289.2/B , POS 8",EA,4,,,No
SM-BELT-001186,,COGGED BELT ( 05.33.262 ) TekMak GL6,M,9,,,No
SM-MISLMECH-000628,SM016-9965A,"GUIDE ( 8PS602010 ) TAV 289.2 , POS 3",EA,8,,,No
SM-MISLMECH-000766,SM016-9952A,"JOINT ( 3GI00019 ) TAV 926 , POS 9",EA,2,,,No
SM-MISLMECH-005901,SM014-3646A,"PVC SHAFT ( 3PE00149 ) TAV 289.2 , POS 4",EA,2,,,No
SM-MISLMECH-007113,SM016-9969A,SPACER ( 3DS00454 ) TAV.1102.2/C POS 5,EA,16,,,No
SM-MISLMECH-007149,,LOCKING HUB ( 05.10.016 ) TekMak GL6,EA,1,,,No
SM-MISLMECH-007150,,SUPPORT ( D.41.02.021 ) TekMak GL6,EA,4,View Image,1,Yes
SM-MISLMECH-007151,,CLAMP ( 05.35.572 ) TekMak GL6,EA,4,,,No
SM-PINRODS-000501,,PIN ( D.25.01.169 ) TekMak GL6,EA,1,,,No
SM-PINRODS-000502,,PIN ( D.25.02.041 ) TekMak GL6,EA,1,,,No
SM-PULLEYS-000869,,TOOTHED PULLEY ( D.11.02.029 ) TekMak GL,EA,1,,,No
SM-PULLEYS-000870,,TOOTHED PULLEY ( D.11.01.013 ) TekMak GL,EA,1,,,No
SM-PULLEYS-000871,,CONCENTR. WHEEL ( 05.43.048 ) TekMak GL6,EA,4,,,No
SM-ROLLERS-000186,SM016-9962A,"ROLLER WITH SHAFT(2RU10004)TAV289.2,POS1",EA,8,View Image,1,Yes
SM-SHAFT-000021,SM014-3647A,"GEARMOTOR SHAFT(3AL00268 )TAV.926, POS11",EA,1,,,No
SM-SHAFT-000047,SM014-3645A,"SHAFT ( 3PE00744 ) TAV 289.2 , POS 1.2",EA,2,,,No
SM-WHEELS-000559,,WHEEL ( 05.43.065 ) TekMak GL6,EA,1,,,No
SM-WHEELS-000560,,ECCENTRIC ( 05.43.047 ) TekMak GL6,EA,4,,,No
SM-BEARING-000202,SM021-3854A,BEARING 6008 ( 900237 )    400/6,EA,3,,,No
SM-BEARING-000401,SM021-3855A,BEARING HK 2526 ( 900239 )   400/6,EA,2,,,No
SM-GAUGES-000039,SM011-3437A,MANOMETER ( 900253 )   400/6,EA,2,,,No
SM-MISLMECH-000095,SM021-3006A,ADAPTER STEEL ( 05.48.042 ) 400/6,EA,7,,,No
SM-MISLMECH-000633,SM021-3852A,GUIDE ( 900229 )    400/6,EA,6,,,No
SM-MISLMECH-000858,SM021-3850A,MEMBRANE SUPPORT ( 900227 )  400/6,EA,3,,,No
SM-MISLMECH-001020,SM021-3853A,PISTON ( 900231 )   400/6,EA,6,,,No
SM-MISLMECH-001440,SM021-3848A,SCREW HEAD ( 900223 )    400/6,EA,10,,,No
SM-MISLMECH-001441,SM021-3849A,SCREW HEAD ( 900226 )  400/6,EA,16,,,No
SM-MISLMECH-001473,SM021-3847A,SEALING HEAD ( 900222 )    400/6,EA,2,,,No
SM-MISLMECH-001474,SM004-4226A,SEALING OR ( 900216 ) 400/6,EA,4,,,No
SM-MISLMECH-001475,SM004-4231A,SEALING RING ( 900240 )    400/6,EA,3,,,No
SM-MISLMECH-001537,SM021-3007A,CONNECTING TUBE ( 05.40.749 ) 400/6,EA,2,,,No
SM-MISLMECH-001817,SM021-3846A,CURVE DIAM.25 ( 900217 ) POS 8     400/6,EA,1,,,No
SM-MISLMECH-002177,SM021-3859A,INTAKE PIPE ( 850036 )   400/6,EA,1,,,No
SM-MISLMECH-002178,SM021-3858A,INTAKE PIPE INOX ( 850023 )     400/6,EA,1,,,No
SM-MISLMECH-005758,SM004-4086A,JOINT ( 900214 )   400/6,EA,4,,,No
SM-MISLMECH-007982,,GEAR BOX 1:10  MAXXI CROX MOD:PG II 120,EA,1,View Image,1,Yes
SM-OILSEAL-000229,SM009-3060A,SEALING ( 900212 ) 400/6,EA,24,,,No
SM-OILSEAL-000245,SM009-3059A,JOIN WITH SEAL ( 900246 ) 400/6,EA,6,,,No
SM-ORING-000071,SM004-4243A,RING ( 900230 )   400/6,EA,9,,,No
SM-ORING-000072,SM004-4227A,RING ( 900236 )    400/6,EA,6,,,No
SM-ORING-000078,SM004-4088A,RING 1' G-1 ( 900215 ) 400/6,EA,2,,,No
SM-PINRODS-000016,SM014-3878A,BLOCKING PIN ( 900243 )     400/6,EA,8,,,No
SM-PINRODS-000058,SM014-3874A,PIN ( 900224 )   400/6,EA,16,,,No
SM-PINRODS-000059,SM014-3875A,PIN ( 900233 )    400/6,EA,6,,,No
SM-PINRODS-000131,SM014-3877A,RING ROD ( 900238 )    400/6,EA,4,,,No
SM-PINRODS-000134,SM014-3876A,ROD ( 900234 )   400/6,EA,6,,,No
SM-PINRODS-000164,SM014-3879A,ECCENTRIC PIN ( 900249 )    400/6,EA,3,,,No
SM-PNEUMATIC-000228,SM021-3856A,PNEUMATIC COMPENSATOR ( 900254 ) 400/6,EA,5,View Image,1,Yes
SM-PUMPS-000011,SM011-3391A,JOINT INTAKE OUTPUT ( 900213 )   400/6,EA,9,,,No
SM-VALVES-000029,SM011-3400A,KIT INTAKE VALVE ( 900250 )  400/6,EA,5,,,No
SM-VALVES-000089,SM021-4036A,JOINT VALVE CLOSED ( 900211 ),EA,9,,,No
SM-MISLMECH-001651,SM010-3444A,"SPRING ( 8MLT131501 )TAV 292.2/C ,POS 04",EA,1,,,No
SM-MOTORS -000139,SM016-9957A,"MOTOR SUPPORT(8SU80004)TAV365.1,POS4",EA,2,,,No
SM-ORING-000070,SM004-3800A,"RING ( 8GRN4525OR ) TAV 365.1 , POS 12",EA,4,,,No
SM-PULLEY-000030,SM005-3626A,"COM.IDLE PULLEY( 2PUD0016 )TAV926 , POS4",EA,7,View Image,1,Yes
SM-PULLEY-000033,SM005-3622A,"COM.PULLEY( 2PU1A601C )TAV292.2/C,POS 01",EA,2,,,No
SM-PULLEY-000059,SM005-3627A,"FIXED PULLEY( 3PUD1017 )TAV 926 , POS 6",EA,8,View Image,1,Yes
SM-PULLEY-000147,SM005-3634A,"PULLEY ( 8PU1C15035 ) TAV 1102.2 , POS 7",EA,2,,,No
SM-PULLEY-000148,SM005-3636A,"PULLEY ( 8PU1C17035 ) TAV 1102.2 , POS 9",EA,2,,,No
SM-PULLEY-000150,SM005-3633A,"PULLEY ( 8PUV13835 ) TAV 1102.2 , POS 6",EA,2,,,No
SM-PULLEY-000151,SM005-3635A,"PULLEY ( 8PUV16735 ) TAV 1102.2 , POS 8",EA,2,,,No
SM-PULLEY-000244,SM005-3624A,"PULLEY( 8PU1A12025 )TAV 292.2/C , POS 06",EA,4,,,No
SM-PULLEY-000245,SM005-3625A,"PULLEY( 8PU1A60141T )TAV 292.2/C ,POS 07",EA,2,,,No
SM-PULLEY-000246,SM005-3623A,"PULLEY( 8PU1A60321F )TAV 292.2/C,POS 1.1",EA,2,,,No
SM-PULLEY-000289,SM005-3631A,"DRAFT PULLEY(8PU2B25028T)TAV289.2/B,POS7",EA,3,,,No
SM-PULLEY-000645,SM005-3630A,"PULLEY ( 3PU801215 ) TAV 289.2/B , POS 6",EA,7,,,No
SM-PULLEYS-000863,SM005-3638A,FIXED PULLEY 1A - 250 ( 8PU1A250502 ),EA,6,,,No
SM-PULLEYS-000864,SM005-3639A,PULLEY ( 8PU1C70471F ) TAV.1102.2/C POS,EA,16,,,No
SM-SHAFT-000045,SM016-9948A,"SHAFT ( 3AL00544 ) TAV 292.2/B ,  POS 03",EA,2,,,No
SM-WHEELS-000117,SM016-9961A,"WHEEL ( 8RT80015 ) TAV 365.1 , POS 16",EA,1,,,No
SM-BEARING-000022,SM021-3625A,BEARING ( 15000771 ) POS 2,EA,28,View Image,1,Yes
SM-BEARING-000957,,BEARING 32005 X/Q ( 15000962 ) 800/3,EA,16,,,No
SM-BEARING-000959,,BEARING 6015 2RS ( 15006184 ) 800/3,EA,3,,,No
SM-BEARING-000960,,BEARING 7216 BEP BP ( 15006185 ) 800/3,EA,4,,,No
SM-BEARING-000961,,BEARING 32008X (15000965 ) 800/3,EA,6,,,No
SM-BEARING-000962,,BEARING 32010 A/X (15000966) 800/3,EA,1,,,No
SM-BEARING-000963,,BEARING 6022 (15002420 ) 800/3,EA,2,,,No
SM-BEARING-000964,,ROLLER ( 14001441 ) 800/3,EA,10,,,No
SM-BEARING-000965,,ROLLER (14001546) 800/3,EA,4,,,No
SM-BEARING-000966,,ROLLER CAGE ( 15000793 ) 800/3,EA,16,,,No
SM-BEARING-000967,,ROLLER CAGE ( 15000794 ) 800/3,EA,10,,,No
SM-COUPLINGS-000082,,FLANGE UNIT ( 13001438 ) 800/3,EA,2,,,No
SM-GASKETS-000102,SM004-4252A,GASKET KIT ( 13006956 ) POS 03,EA,3,View Image,1,Yes
SM-GASKETS-000403,,OIL SEAL 40X55X7 ( 15001148 ) 800/3,EA,16,,,No
SM-GASKETS-000404,,GASKET ( 15001234 ) 800/3,EA,6,,,No
SM-GASKETS-000405,,GASKET ( 15001353 ) 800/3,EA,4,,,No
SM-GASKETS-000406,,GASKET ( 15001374 ) 800/3,EA,5,,,No
SM-GASKETS-000407,,GASKET ( 15001402 ) 800/3,EA,2,,,No
SM-GASKETS-000408,,GASKET ( 15001443 ) 800/3,EA,6,,,No
SM-GASKETS-000409,,OIL SEAL 60X85X8  (15001156) 800/3,EA,1,,,No
SM-MISLMECH-006219,,FITTING ( 14024757 ) 800/3,EA,7,,,No
SM-MISLMECH-006220,,FITTING ( 15001579 ) 800/3,EA,9,,,No
SM-MISLMECH-006221,,FOLDING GUARD ( 14020230 ) 800/3,EA,21,View Image,1,Yes
SM-MISLMECH-006222,,FOLDING GUARD (14020229 ) 800/3,EA,8,View Image,1,Yes
SM-MISLMECH-006223,,FOLDING GUARD (14020231 ) 800/3,EA,8,,,No
SM-MISLMECH-006224,,IDLE GEAR UNIT ( 13000036 ) 800/3,EA,2,,,No
SM-MISLMECH-006225,,LEVER ( 14001550 ) 800/3,EA,2,,,No
SM-MISLMECH-006228,,RING NUT ( 14001454 ) 800/3,EA,2,,,No
SM-MISLMECH-006229,,SCREW ( 16000392 ) 800/3,EA,8,,,No
SM-MISLMECH-006231,,SHOCK-ABSORBER ( 15000038 ) 800/3,EA,12,,,No
SM-MISLMECH-006233,,SPACER ( 14001421 ) 800/3,EA,2,,,No
SM-MISLMECH-006234,,SPACER ( 14001423 ) 800/3,EA,1,,,No
SM-OILSEAL-000522,,OIL SEAL 120X150X12 (15006178) 800/3,EA,4,,,No
SM-PINRODS-000438,,PIN ( 14010135 ) 800/3,EA,4,,,No
SM-PINRODS-000439,,PIN ( 15000171 ) 800/3,EA,4,,,No
SM-PINRODS-000440,,STUD BOLT ( 15007409 ) 800/3,EA,6,,,No
SM-WHEELS-000444,,GEAR ( 14001417 ) 800/3,EA,5,,,No
SM-WHEELS-000445,,GEAR ( 14001419 ) 800/3,EA,1,,,No
SM-WHEELS-000446,,GEAR (14001428 ) 800/3,EA,8,,,No
SM-MISLMECH-000565,SM021-3627A,GEAR ( 14028695 ) POS 7,EA,7,View Image,1,Yes
SM-MISLMECH-006238,,SUPPORT ( 14001449 ) 800/3,EA,2,,,No
SM-MISLMECH-006474,,RACK ( 14028703 ) 800/3,EA,5,View Image,1,Yes
SM-PULLEY-000111,SM005-3731A,"PULLEY ( 14001275 ) TAV 3.1 , POS 8",EA,3,,,No
SM-SHAFT-000467,,BAR (14019381 ) 800/3,EA,2,,,No
SM-SHAFT-000468,,SHAFT ( 14001415 ) 800/3,EA,1,,,No
SM-SHAFT-000469,,SHAFT ( 14020254 ) 800/3,EA,1,View Image,1,Yes
SM-MISLMECH-002151,SM021-3650A,"HUB ( 14003445 ) TAV 1.1 , POS 07",EA,2,View Image,1,Yes
SM-MISLMECH-001132,SM016-9967A,"POLYTHENE GUIDE ( 8PRP0018 )1102.2/A ,P7",M,3,,,No
SM-MISLMECH-001133,SM016-9956A,"POLYZEN PROFIL(3PR00419)TAV 926/B,POS4",EA,2,,,No
SM-ROLLERCON-000001,SM001-4096A,BLACK POLYZENE PROFILE,EA,2,,,No
SM-KEYSNPINS-000092,"SM014-3009Q,SN407.010",PIN,EA,4,,,No
SM-MISLMECH-000199,"SM016-4739A,SN407.013",BLOCKING CASING,EA,4,,,No
SM-MISLMECH-000209,"SM016-4783A,SN410.015",BODY 1 HP PUM 0.35 HP U35103001,EA,1,,,No
SM-MISLMECH-000693,"SM016-4740A,SN407.014",HANDWHELL,EA,4,,,No
SM-MISLMECH-001166,"SM016-4769A,SN409.036",REDUCED PLANGE,EA,6,,,No
SM-MISLMECH-001690,"SM016-4781A,SN410.011",STAINLESS STEEL BOTTOM,EA,2,,,No
SM-MISLMECH-001693,"SM016-4641A,SN404.007",STAINLESS STEEL SECTOR 150X20X020,EA,91,,,No
SM-MISLMECH-003379,"SM004-3424B,SN407.015",RING NUT,EA,1,,,No
SM-OILSEAL-000005,"SM004-3008J,SN407.205",O RING,EA,10,,,No
SM-OILSEAL-000038,"SM004-3909A,SN407.201",O RING IN ADIPRENE,EA,10,,,No
SM-OILSEAL-000247,"SM016-4784A,SN411.003",NYLON CUP,EA,4,,,No
SM-PULLEY-000071,"SM005-3190A,SN402.007",IDLE PULLEY,EA,14,,,No
SM-PULLEY-000292,"SM005-3189A,SN402.006",EXTERNAL PULLEY FOR ROUND RACE,EA,4,,,No
SM-PUMPS-000046,"SM010-3266A,SN409.025",LEFT PUMP PROPELLER ( U121081403 ),EA,2,,,No
SM-ROLLERS-000121,"SM013-3216A,SN402.009",KNURLED ROLLER(STEEL),EA,24,,,No
SM-ROLLERS-000185,"SM013-3215A,SN402.002",ROLLER WITH RUBBER COVERING,EA,3,,,No
SM-WHEELS-000340,"SM013-3053B,SN410.003",WHEEL,EA,2,,,No
SM-MISLMECH-000963,"SM016-4730A,SN406.002.2",PAD($60501000010),EA,20,,,No
SM-MISLMECH-002760,"SM016-4593A,SN400.088.2",RUBBER DISK 195MM ( 08.00.024 ),EA,92,,,No
SM-MISLMECH-000741,"SM016-4760A,SN409.003.2",IMPELLER(2342002590),EA,8,,,No
SM-MISLMECH-001626,"SM016-6935A,SN415.021",SPATTLE HOLDER,EA,6,,,No
SM-MISLMECH-001682,"SM004-3919A,SN415.046A",SPRING STEEL STRIP 12MMX1200MM,EA,2,,,No
SM-MISLMECH-002758,"SM016-4904A,SN425.015",RUBBER DISC D.150 X 40 ( U121080019 ),EA,1,,,No
SM-MISLMECH-006889,"SM016-4811A,SN415.044",STEEL BLADE L= 1100 ( 8617662 ),EA,8,,,No
SM-MOTORS -000001,"SM008-3124A,SN422.114",BODY,EA,1,,,No
SM-MOTORS -000062,"SM016-4776A,SN410.002.2",IMPELLER (2342009190),EA,1,,,No
SM-PUMPS-000015,"SM010-3265A,SN409.005.2",LOWER PLANGE FOR PUMP,EA,1,,,No
SM-REPAIRKIT-000072,"SM016-4729A,SN406.001.2",KIT ($60500200010),EA,1,,,No
SM-ROLLERS-000113,"SM013-3255A,SN425.048",THOUSAND DISTRIBUTION POINT ROLLER-IMP.,EA,3,,,No
SM-WHEELS-000044,"SM013-3230A,SN410.005.2",IDLE WHEEL FOR CURVE,EA,3,,,No
SM-BEARING-000541,"SM007-3580A,SN415.031",CARRIAGE SLEEVE 8615723,EA,16,,,No
SM-BUSHINGS-000171,"SM017-3098A,SN410.006.2",NYLON BUSHING ( 2203001131 ),EA,2,,,No
SM-BUSHINGS-000172,"SM017-3097A,SN409.006.2",NYLON BUSHING ( 2203001231 ),EA,2,,,No
SM-COUPLINGS-000035,"SM010-3259A,SN406.003.2",COUPLING(51220000080),EA,2,,,No
SM-KEYSNPINS-000009,"SM014-3181A,SN415.057",IDLE PIN,EA,4,,,No
SM-MISLMECH-000216,"SM016-4762A,SN409.007.2","BOLT M16X1,5 H=22 ( 2224000031 )",EA,14,,,No
SM-MISLMECH-000679,"SM016-4806A,SN415.029",GUIDE CONNECTION 8615301,EA,2,,,No
SM-MISLMECH-000793,"SM016-4785A,SN415.001",LATCH,EA,4,,,No
SM-MISLMECH-000822,"SM016-4763B,SN409.008.2",LOCK NUT ( 3412017000 ),EA,2,,,No
SM-MISLMECH-000964,"SM016-4798A,SN415.018",PALLET KNIFE CAM ( 8615756 ),EA,3,,,No
SM-MISLMECH-001525,"SM010-3284A,SN422.005",CONE FOR SPRAY GUN DMR-C DIAM 1.8,EA,3,,,No
SM-MISLMECH-001613,"SM016-4779A,SN410.009.2","SPACER D=33,7MM",EA,18,,,No
SM-MISLMECH-001679,"SM004-3920A,SN415.055",SPRING GUIDE RING(8615301),EA,2,,,No
SM-MISLMECH-002214,"SM016-4902A,SN425.007",KNOBS FOR POSITION,EA,5,,,No
SM-MISLMECH-002543,"SM016-4810A,SN415.041",PUSHERS ( U630110005 ),EA,9,,,No
SM-MISLMECH-002567,"SM010-3283A,SN422.004",READ FOR SPRAY GUN DMR-C DIAM 1.8,EA,4,,,No
SM-MISLMECH-002785,"SM004-3916A,SN415.033",SCREEN ADJESTMENT RINGNUT,EA,3,,,No
SM-MISLMECH-002786,"SM016-4804A,SN415.025",SCREEN GUIDE SUPPORT ( 8615907 ),EA,4,,,No
SM-MISLMECH-002787,"SM016-4805A,SN415.026",SCREEN GUIDE SUPPORT-LEFT,EA,2,,,No
SM-ORING-000082,"SM004-3913A,SN410.001.2",RING(3275090000),EA,2,,,No
SM-PINRODS-000274,"SM014-3179A,SN415.032",SCREEN TIEROD (8615504 ),EA,5,,,No
SM-PULLEY-000233,"SM005-3228A,SN450.125",PULLEY GROUP 11M 22D ( 30.02.111 ),EA,8,,,No
SM-ROLLERCON-000005,"SM013-3256A,SN425.048A",THOUSAND DISTRIBUTION POINT ROLER,EA,4,,,No
SM-SHAFT-000004,"SM013-3012N,SN425.013",SHAFT,EA,1,,,No
SM-SHAFT-000136,"SM014-3186A,SN421.011",TIE RODS WITH NUT,EA,3,,,No
SM-SHAFT-000317,"SM013-3252A,SN425.008",UPPER SHAFT,EA,1,,,No
SM-WHEELS-000073,"SM014-3190A,SN425.010",PINION SUPPORT FOR ENGOBE,EA,4,,,No
SM-WHEELS-000257,"SM013-3231A,SN415.008",SMALL WHEEL,EA,2,,,No
SM-GASKETS-000116,"SM004-4006A,SN525.003",CENTRAL BODY GASKETDL50/80M (POS-51),EA,4,,,No
SM-MISLMECH-005215,"SM010-3311A,SN524.002",VALVE BALL FOR M8 PUMP ( 08108051 ),EA,4,,,No
SM-MISLMECH-005217,"SM010-3314A,SN524.005",SHAFT FOR M8 PUMP ( 0838000907 ),EA,1,,,No
SM-MISLMECH-006071,SM021-4049A,HOSE HALF COUPLER  ( 9798 ),EA,1,,,No
SM-PUMPS-000020,"SM010-3315A,SN524.006",CENTER BLOCK FOR M8 PUMP( 08310001),EA,1,,,No
SM-PUMPS-000038,"SM010-3310A,SN524.001",DIAPHRAGM FOR M8 PUMP( 08101051 ),EA,3,,,No
SM-PUMPS-000053,"SM010-3317A,SN524.008",PISTON INNER FOR M8 PUMP (08370001),EA,2,,,No
SM-VALVES-000022,"SM011-3277A,SN525.006",BALL VALVE NEOPRENE-B FOR DL 50 (POS-32),EA,1,,,No
SM-VALVES-000131,"SM011-3278A,SN525.007",VALVE SEAT   FOR DL 50( POS - 31 ),EA,4,,,No
SM-BUSHINGS-000063,"SM017-3093A,SN404.107.2",BUSHING ( 3212101403 ),EA,11,,,No
SM-BUSHINGS-000064,"SM017-3089A,SN404.044.2",BUSHING ( 3212102001 ),EA,8,,,No
SM-BUSHINGS-000065,"SM017-3095A,SN404.148.2",BUSHING ( 3212102503 ),EA,39,,,No
SM-BUSHINGS-000087,"SM017-3090A,SN404.085.2",BUSHING GLY ( 3212101500 )  PART NO- 13,EA,1,,,No
SM-BUSHINGS-000190,"SM017-3099A,SN415.064",SELF LUBRICATING BUSH ( 990037 ),EA,10,,,No
SM-GASKETS-000093,"SM004-3889A,SN402.004.2",GASKET (3271045000),EA,13,,,No
SM-GASKETS-000243,"SM004-3347S,SN401.003.2",GASKET,EA,5,,,No
SM-KEYSNPINS-000021,"SM016-4702A,SN404.119.2",KEY ( 2371009430 )  PART NO-272,EA,1,,,No
SM-MISLMECH-000091,"SM016-4726A,SN404.158.2",ADAPTER ( 3611010017 ) P/N 103,EA,4,,,No
SM-MISLMECH-000129,"SM016-4553A,SN400.052.2",ALUMINIUM TROLLY ( 2371001533 ),EA,1,,,No
SM-MISLMECH-000158,"SM016-4625A,SN402.015.2",ANGLE 90' ( 3621060005 ),EA,2,,,No
SM-MISLMECH-000350,"SM016-4690A,SN404.098.2","CONNECTION -  TAV-160 ,  POS-556",EA,4,,,No
SM-MISLMECH-000355,"SM016-4722A,SN404.154.2",CONNECTION ( 3611010012 ) P/N 107,EA,6,,,No
SM-MISLMECH-000372,"SM016-4697A,SN404.109.2",CONNECTIONS ( 3611200001 ) PART NO-109,EA,17,,,No
SM-MISLMECH-000445,"SM016-4618A,SN402.002.2",DISK (3660111025),EA,33,,,No
SM-MISLMECH-000451,"SM016-4696A,SN404.108.2",DISTRIBUTOR ( 2321008332 )  PART NO- 10,EA,1,,,No
SM-MISLMECH-000554,"SM016-4687A,SN404.094.2","FORK ( 3631100003 )  TAV-162 ,  POS-562",EA,2,,,No
SM-MISLMECH-000782,"SM016-4815A,SN415.053",KNOB (1892902),EA,3,,,No
SM-MISLMECH-000823,"SM016-4627A,SN402.018.2",LOCK NUT FOR DISC,EA,4,,,No
SM-MISLMECH-000824,"SM016-4562A,SN400.058.2",LOCK NUT M40X1.5 ( 3412040001 ),EA,1,,,No
SM-MISLMECH-000825,"SM016-4694A,SN404.105.2",LOCK NUT- PART NO-278,EA,6,,,No
SM-MISLMECH-000857,"SM016-4680A,SN404.082.2",MEMBRANE POS- 11 ( 3660146066 ),EA,2,,,No
SM-MISLMECH-000880,"SM012-3032A,SN404.160.2",NIPPLE ( 3616010000 ) P/N 111,EA,6,,,No
SM-MISLMECH-001030,"SM016-4681A,SN404.086.2",PIVOT ( 3202801500 )  - PART NO 133,EA,1,,,No
